"","X","YEAR","month","Ca","Mg","K","Na","NH4","NO3","Cl","SO4","pH","P"
"1629",9,2257,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1630",10,2257,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1631",11,2257,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1632",12,2257,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1633",1,2258,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1634",2,2258,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1635",3,2258,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1636",4,2258,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1637",5,2258,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1638",6,2258,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1639",7,2258,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1640",8,2258,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1641",9,2258,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1642",10,2258,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1643",11,2258,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1644",12,2258,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1645",1,2259,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1646",2,2259,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1647",3,2259,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1648",4,2259,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1649",5,2259,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1650",6,2259,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1651",7,2259,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1652",8,2259,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1653",9,2259,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1654",10,2259,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1655",11,2259,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1656",12,2259,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1657",1,2260,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1658",2,2260,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1659",3,2260,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1660",4,2260,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1661",5,2260,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1662",6,2260,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1663",7,2260,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1664",8,2260,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1665",9,2260,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1666",10,2260,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1667",11,2260,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1668",12,2260,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1669",1,2261,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1670",2,2261,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1671",3,2261,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1672",4,2261,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1673",5,2261,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1674",6,2261,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1675",7,2261,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1676",8,2261,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1677",9,2261,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1678",10,2261,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1679",11,2261,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1680",12,2261,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1681",1,2262,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1682",2,2262,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1683",3,2262,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1684",4,2262,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1685",5,2262,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1686",6,2262,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1687",7,2262,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1688",8,2262,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1689",9,2262,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1690",10,2262,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1691",11,2262,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1692",12,2262,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1693",1,2263,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1694",2,2263,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1695",3,2263,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1696",4,2263,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1697",5,2263,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1698",6,2263,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1699",7,2263,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1700",8,2263,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1701",9,2263,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1702",10,2263,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1703",11,2263,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1704",12,2263,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1705",1,2264,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1706",2,2264,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1707",3,2264,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1708",4,2264,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1709",5,2264,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1710",6,2264,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1711",7,2264,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1712",8,2264,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1713",9,2264,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1714",10,2264,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1715",11,2264,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1716",12,2264,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1717",1,2265,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1718",2,2265,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1719",3,2265,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1720",4,2265,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1721",5,2265,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1722",6,2265,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1723",7,2265,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1724",8,2265,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1725",9,2265,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1726",10,2265,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1727",11,2265,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1728",12,2265,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1729",1,2266,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1730",2,2266,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1731",3,2266,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1732",4,2266,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1733",5,2266,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1734",6,2266,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1735",7,2266,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1736",8,2266,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1737",9,2266,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1738",10,2266,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1739",11,2266,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1740",12,2266,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1741",1,2267,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1742",2,2267,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1743",3,2267,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1744",4,2267,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1745",5,2267,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1746",6,2267,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1747",7,2267,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1748",8,2267,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1749",9,2267,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"1750",10,2267,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"1751",11,2267,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"1752",12,2267,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"1753",1,2268,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"1754",2,2268,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"1755",3,2268,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"1756",4,2268,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"1757",5,2268,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"1758",6,2268,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"1759",7,2268,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"1760",8,2268,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"1761",9,2268,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
